Fecha Respuesta,NPS Recomendacion,Satisfaccion Soporte,Edad,Plan Actual,Funciones Favoritas,Comentarios
2025-03-06 19:26:57,5,4,52,Gratuito,"Reportes, Usuarios, Exportación",Podría mejorar - ID:288
2025-02-22 22:05:34,9,4,48,Empresarial,Reportes,Soporte lento - ID:289
2024-11-23 18:39:24,7,3,60,Básico,"Dashboard, Exportación",Demasiados bugs - ID:290
2024-12-22 07:24:18,6,1,52,Empresarial,"Dashboard, Reportes, Ninguna",La interfaz es confusa - ID:291
2025-06-28 10:18:38,3,2,65,Empresarial,"Usuarios, Dashboard, Exportación",La interfaz es confusa - ID:292
2025-10-16 10:46:55,5,5,26,Empresarial,"Ninguna, Reportes, API",Excelente servicio - ID:293
2025-01-10 02:17:46,7,1,40,Pro,Reportes,Precio justo - ID:294
2025-01-07 20:49:15,7,4,43,Empresarial,Ninguna,Me encanta el dashboard - ID:295
2025-01-05 11:21:41,9,5,46,Empresarial,Reportes,Excelente servicio - ID:296
2024-12-24 11:04:54,10,2,57,Empresarial,Dashboard,Excelente servicio - ID:297
2025-03-05 21:52:20,9,4,58,Gratuito,API,Me encanta el dashboard - ID:298
2025-04-03 18:36:23,9,4,33,Pro,"Dashboard, Usuarios",Precio justo - ID:299
2025-09-25 10:54:16,10,2,28,Empresarial,API,Me encanta el dashboard - ID:300
2025-07-11 06:15:19,8,5,44,Pro,"Reportes, API, Usuarios",Soporte lento - ID:301
2025-06-01 13:43:48,9,2,41,Empresarial,"Usuarios, Dashboard",La interfaz es confusa - ID:302
2025-03-15 16:36:57,10,2,33,Gratuito,API,La interfaz es confusa - ID:303
2025-05-13 16:17:21,6,3,24,Empresarial,Ninguna,La interfaz es confusa - ID:304
2025-07-28 12:38:53,9,5,28,Empresarial,"Dashboard, API",Soporte lento - ID:305
2025-10-09 13:53:31,8,2,42,Pro,Ninguna,Me encanta el dashboard - ID:306
2025-01-22 17:20:30,9,3,30,Gratuito,"Reportes, Dashboard, API",La interfaz es confusa - ID:307
2025-07-27 10:02:10,10,3,59,Gratuito,Exportación,Soporte lento - ID:308
2025-02-27 14:34:14,5,4,23,Pro,"Usuarios, Ninguna",Excelente servicio - ID:309
2025-08-31 08:38:01,10,4,36,Empresarial,"Reportes, Dashboard, Usuarios",Me encanta el dashboard - ID:310
2025-05-14 10:19:27,9,2,19,Gratuito,Dashboard,Podría mejorar - ID:311
2025-05-15 19:07:06,8,3,24,Empresarial,"Ninguna, Exportación",Muy rápido - ID:312
2025-02-03 00:55:54,10,3,42,Pro,"Reportes, Ninguna",Podría mejorar - ID:313
2025-08-27 11:32:46,7,5,45,Básico,"API, Usuarios",Soporte lento - ID:314
2025-10-24 16:44:44,8,5,30,Básico,API,Muy rápido - ID:315
2025-02-02 10:00:45,9,4,45,Básico,API,Demasiados bugs - ID:316
2024-12-17 12:41:08,4,4,33,Empresarial,"Usuarios, API",Me encanta el dashboard - ID:317
2025-01-04 10:26:26,5,5,27,Empresarial,"Usuarios, Exportación",Podría mejorar - ID:318
2025-01-05 11:38:44,8,3,41,Pro,Exportación,Muy rápido - ID:319
2025-11-10 20:41:00,7,5,54,Empresarial,"Usuarios, Dashboard",Muy rápido - ID:320
2025-03-30 04:22:25,7,1,45,Gratuito,Exportación,Muy rápido - ID:321
2025-01-08 03:11:41,9,1,46,Pro,"Exportación, Reportes",La interfaz es confusa - ID:322
2025-02-21 03:51:42,7,3,23,Gratuito,Reportes,Me encanta el dashboard - ID:323
2025-09-06 16:59:53,10,4,22,Básico,"Exportación, API",Muy rápido - ID:324
2025-04-23 21:48:12,10,3,23,Pro,Usuarios,Podría mejorar - ID:325
2025-10-22 11:26:41,9,4,44,Pro,"Ninguna, Exportación, Reportes",Soporte lento - ID:326
2024-12-05 08:51:40,7,5,41,Básico,Exportación,Me encanta el dashboard - ID:327
2024-12-11 14:39:31,9,3,41,Básico,Reportes,Demasiados bugs - ID:328
2025-03-11 18:50:19,8,3,41,Básico,"Dashboard, Exportación, API",Precio justo - ID:329
2025-01-20 19:21:40,9,1,56,Pro,Usuarios,Podría mejorar - ID:330
2025-04-28 08:57:06,8,4,34,Gratuito,Dashboard,La interfaz es confusa - ID:331
2025-05-14 19:59:50,10,3,44,Empresarial,Reportes,Excelente servicio - ID:332
2025-08-13 07:19:42,5,3,36,Empresarial,Dashboard,Demasiados bugs - ID:333
2025-04-18 15:21:22,9,5,49,Básico,"Reportes, Ninguna, API",Demasiados bugs - ID:334
2025-08-13 09:19:31,10,4,29,Pro,Dashboard,La interfaz es confusa - ID:335
2025-08-30 05:32:32,2,2,24,Empresarial,"Usuarios, Exportación",Podría mejorar - ID:336
2025-10-31 17:28:58,10,1,52,Pro,"Reportes, Dashboard",Demasiados bugs - ID:337
2025-04-14 05:08:19,9,3,50,Pro,API,Demasiados bugs - ID:338
2025-10-28 22:19:24,0,5,38,Empresarial,API,Excelente servicio - ID:339
2025-04-09 17:38:26,9,4,62,Gratuito,"API, Reportes",Podría mejorar - ID:340
2025-02-28 01:09:45,9,5,57,Pro,Usuarios,Me encanta el dashboard - ID:341
2025-06-05 18:38:43,10,4,33,Gratuito,Usuarios,Soporte lento - ID:342
2025-08-29 14:05:33,1,4,65,Gratuito,"API, Reportes",Precio justo - ID:343
2024-12-04 19:56:18,10,4,23,Empresarial,Exportación,Demasiados bugs - ID:344
2025-02-11 03:32:30,9,4,46,Empresarial,"Dashboard, Usuarios, Exportación",Podría mejorar - ID:345
2025-05-30 21:54:10,2,2,59,Gratuito,"Reportes, Dashboard",Demasiados bugs - ID:346
2025-10-07 16:11:45,3,2,44,Básico,"Reportes, Usuarios, API",Precio justo - ID:347
2025-03-19 01:52:43,4,4,54,Empresarial,"Usuarios, Exportación",La interfaz es confusa - ID:348
2025-01-21 00:34:04,10,3,21,Empresarial,"Ninguna, Usuarios, API",Excelente servicio - ID:349
2025-08-31 13:56:40,4,1,29,Básico,Dashboard,Precio justo - ID:350
2025-08-04 19:11:50,2,4,22,Básico,API,Muy rápido - ID:351
2025-05-20 00:24:08,10,5,64,Pro,"Ninguna, Reportes",Excelente servicio - ID:352
2025-10-13 13:27:54,10,3,57,Pro,"API, Reportes, Ninguna",Me encanta el dashboard - ID:353
2025-04-15 11:45:22,9,2,48,Gratuito,"API, Reportes, Ninguna",Precio justo - ID:354
2025-03-26 14:43:46,10,4,57,Pro,"Dashboard, Reportes",Muy rápido - ID:355
2025-05-14 12:06:12,9,5,53,Gratuito,Usuarios,Me encanta el dashboard - ID:356
2025-03-12 02:55:03,9,4,47,Básico,Usuarios,Muy rápido - ID:357
2025-08-27 14:01:38,9,4,43,Pro,"API, Exportación, Ninguna",Podría mejorar - ID:358
2025-09-15 11:05:11,2,5,25,Gratuito,"Reportes, Usuarios, Exportación",La interfaz es confusa - ID:359
2025-02-26 05:05:37,10,5,63,Gratuito,"Dashboard, Ninguna, Exportación",Precio justo - ID:360
2025-04-26 00:18:00,10,5,37,Gratuito,Exportación,Demasiados bugs - ID:361
2025-05-01 02:07:26,7,5,37,Básico,"Exportación, Reportes",La interfaz es confusa - ID:362
2025-05-02 16:58:25,10,2,24,Empresarial,"Exportación, API",Muy rápido - ID:363
2025-10-27 11:03:37,10,5,55,Empresarial,"API, Ninguna, Usuarios",Precio justo - ID:364
2024-12-22 04:26:24,8,5,38,Gratuito,"Dashboard, Exportación",Soporte lento - ID:365
2025-03-24 17:46:51,9,3,57,Gratuito,"API, Reportes, Exportación",Podría mejorar - ID:366
2025-10-08 09:46:54,7,5,47,Gratuito,"Usuarios, Exportación",Demasiados bugs - ID:367
2025-04-07 14:11:54,9,4,58,Básico,"Dashboard, Usuarios, API",Excelente servicio - ID:368
2025-10-26 13:01:55,9,3,34,Pro,"API, Dashboard, Reportes",Precio justo - ID:369
2025-11-14 20:48:17,8,2,18,Básico,Dashboard,Muy rápido - ID:370
2025-03-17 06:35:08,10,2,21,Básico,Dashboard,Soporte lento - ID:371
2025-05-23 06:08:28,7,4,20,Básico,"Ninguna, Exportación",Me encanta el dashboard - ID:372
2025-06-03 18:38:22,9,2,23,Empresarial,"Reportes, Usuarios",Me encanta el dashboard - ID:373
2025-05-29 20:40:30,8,4,59,Gratuito,"Reportes, API",Demasiados bugs - ID:374
2025-07-23 19:29:51,9,4,58,Gratuito,Exportación,Precio justo - ID:375
2025-05-19 03:21:46,9,4,35,Pro,"Ninguna, Dashboard, Usuarios",Demasiados bugs - ID:376
2025-04-15 09:02:15,10,4,62,Pro,Usuarios,Me encanta el dashboard - ID:377
2025-04-23 14:32:26,10,2,53,Empresarial,"Dashboard, Reportes",La interfaz es confusa - ID:378
2025-10-18 06:30:02,8,1,65,Pro,"Ninguna, Dashboard",La interfaz es confusa - ID:379
2025-09-02 19:48:44,6,2,24,Básico,API,Muy rápido - ID:380
2025-06-16 09:47:37,5,4,22,Gratuito,"Dashboard, API, Exportación",La interfaz es confusa - ID:381
2025-04-13 14:22:56,5,3,50,Gratuito,"API, Exportación",Excelente servicio - ID:382
2025-08-05 17:30:14,9,1,24,Básico,"Usuarios, API",Me encanta el dashboard - ID:383
2025-01-04 11:06:49,8,2,40,Gratuito,API,Podría mejorar - ID:384
2024-11-22 12:43:56,8,2,53,Pro,"Usuarios, Dashboard",Me encanta el dashboard - ID:385
2024-12-12 11:41:02,10,2,46,Básico,"Dashboard, Reportes",Soporte lento - ID:386
2025-03-19 05:06:40,9,4,48,Pro,Reportes,Excelente servicio - ID:387
2025-03-20 15:41:45,4,3,33,Pro,Ninguna,Demasiados bugs - ID:388
2025-01-08 14:45:58,5,2,23,Pro,Usuarios,Precio justo - ID:389
2025-08-04 23:02:36,10,3,37,Empresarial,"Dashboard, Reportes",Precio justo - ID:390
2025-08-24 04:50:36,7,2,22,Pro,"Reportes, Exportación",Demasiados bugs - ID:391
2025-05-27 12:41:11,10,5,18,Empresarial,"Dashboard, Reportes",Podría mejorar - ID:392
2025-03-10 07:46:32,10,4,40,Básico,"Reportes, Usuarios",Excelente servicio - ID:393
2025-11-16 00:03:11,10,5,50,Básico,"API, Dashboard",Soporte lento - ID:394
2025-06-07 15:03:35,5,5,38,Pro,"Usuarios, API",Podría mejorar - ID:395
2025-03-26 06:32:24,9,5,61,Gratuito,API,Podría mejorar - ID:396
2025-01-08 12:34:12,9,2,42,Pro,Ninguna,Podría mejorar - ID:397
2024-12-01 15:32:57,7,4,31,Gratuito,"Dashboard, Usuarios, API",La interfaz es confusa - ID:398
2025-01-10 16:20:55,10,4,35,Pro,Ninguna,La interfaz es confusa - ID:399
2025-03-17 05:18:39,8,3,62,Gratuito,"Ninguna, Reportes",La interfaz es confusa - ID:400
2025-11-09 15:27:58,7,2,57,Pro,"Dashboard, Usuarios",Precio justo - ID:401
2025-06-04 12:43:34,8,2,43,Empresarial,Dashboard,Me encanta el dashboard - ID:402
2025-05-21 15:06:43,8,4,54,Empresarial,"Usuarios, Ninguna",Demasiados bugs - ID:403
2025-02-23 23:50:51,8,2,53,Gratuito,"Exportación, Usuarios",Podría mejorar - ID:404
2024-12-20 18:24:27,8,3,49,Gratuito,"API, Dashboard",Precio justo - ID:405
2025-01-25 00:26:33,0,1,50,Básico,"Dashboard, Ninguna, Usuarios",Precio justo - ID:406
2025-02-01 19:45:09,9,1,45,Pro,Exportación,Soporte lento - ID:407
2025-09-20 16:03:15,3,1,59,Pro,"API, Usuarios, Ninguna",La interfaz es confusa - ID:408
2024-12-10 07:47:22,10,5,40,Empresarial,"Exportación, Dashboard",Soporte lento - ID:409
2025-03-08 14:13:18,2,3,47,Empresarial,"Reportes, Exportación, Ninguna",Excelente servicio - ID:410
2025-03-15 05:58:01,10,2,27,Gratuito,"Exportación, API",Precio justo - ID:411
2025-05-13 23:41:08,10,1,59,Empresarial,"Reportes, Ninguna, API",Demasiados bugs - ID:412
2025-05-24 19:57:42,8,1,49,Empresarial,"API, Exportación",Me encanta el dashboard - ID:413
2025-02-11 18:08:42,9,5,37,Básico,"Ninguna, Dashboard, API",Precio justo - ID:414
2025-04-20 14:15:38,8,5,62,Pro,Exportación,Excelente servicio - ID:415
2024-12-20 15:09:35,10,5,46,Básico,"Dashboard, Usuarios, Ninguna",Me encanta el dashboard - ID:416
2025-07-22 02:40:08,1,2,44,Gratuito,"Dashboard, Usuarios, Reportes",Demasiados bugs - ID:417
2025-08-30 19:01:13,7,2,18,Gratuito,"Usuarios, Exportación",Muy rápido - ID:418
2025-08-21 01:31:40,9,4,52,Gratuito,"API, Usuarios",Excelente servicio - ID:419
2025-07-21 06:11:31,10,2,49,Gratuito,"Ninguna, API",Excelente servicio - ID:420
2025-09-06 22:43:10,9,4,42,Básico,"Exportación, Ninguna, Reportes",Soporte lento - ID:421
2025-06-23 01:29:17,10,3,19,Gratuito,"Usuarios, API, Exportación",Demasiados bugs - ID:422
2025-02-13 09:14:44,1,1,20,Gratuito,"Usuarios, Exportación",Demasiados bugs - ID:423
2025-01-17 11:47:49,10,1,63,Pro,"API, Usuarios",Soporte lento - ID:424
2025-01-23 23:38:48,8,3,59,Pro,Reportes,Precio justo - ID:425
2024-12-15 11:08:07,10,3,58,Básico,"Dashboard, Reportes",Podría mejorar - ID:426
2025-07-26 20:44:54,10,4,25,Gratuito,"API, Exportación",Podría mejorar - ID:427
2025-07-01 05:34:55,10,1,36,Básico,"Dashboard, Usuarios",Muy rápido - ID:428
2025-10-29 11:30:51,7,2,41,Gratuito,"API, Dashboard, Usuarios",Demasiados bugs - ID:429
2025-01-11 20:24:12,1,4,42,Básico,"API, Exportación, Dashboard",Soporte lento - ID:430
2024-11-22 03:40:59,9,1,65,Pro,"Dashboard, Usuarios, Ninguna",Precio justo - ID:431
2025-06-20 07:52:10,10,2,62,Pro,"Reportes, Exportación",Muy rápido - ID:432
2025-03-16 13:13:08,8,1,63,Pro,Dashboard,Excelente servicio - ID:433
2025-11-17 12:06:48,8,3,33,Pro,"Reportes, Ninguna",Precio justo - ID:434
2025-01-25 09:18:29,7,4,62,Gratuito,Usuarios,Me encanta el dashboard - ID:435
2025-10-03 22:15:27,10,3,59,Pro,"Dashboard, Reportes, Ninguna",Excelente servicio - ID:436
2025-05-28 04:05:33,6,4,20,Empresarial,"Dashboard, Usuarios, Exportación",Muy rápido - ID:437
2025-05-29 10:37:04,6,4,59,Básico,"Dashboard, API, Exportación",Precio justo - ID:438
2025-10-24 01:26:23,10,2,28,Pro,Usuarios,Me encanta el dashboard - ID:439
2025-02-06 23:52:13,1,3,45,Gratuito,"Reportes, Ninguna, Usuarios",Me encanta el dashboard - ID:440
2024-11-22 02:40:50,8,1,40,Gratuito,Ninguna,Muy rápido - ID:441
2025-09-16 17:02:30,10,1,62,Gratuito,"Exportación, API",Precio justo - ID:442
2024-12-04 20:49:29,8,2,40,Empresarial,Exportación,Muy rápido - ID:443
2025-03-10 18:11:32,9,4,57,Básico,"Ninguna, Usuarios, Dashboard",Me encanta el dashboard - ID:444
2025-08-12 04:56:31,10,3,25,Empresarial,"Ninguna, Exportación",Muy rápido - ID:445
2025-06-11 05:05:17,6,1,46,Gratuito,"Exportación, Ninguna",Me encanta el dashboard - ID:446
2025-04-16 07:39:15,7,3,19,Pro,Reportes,Demasiados bugs - ID:447
2025-06-20 17:22:19,10,3,49,Básico,API,La interfaz es confusa - ID:448
2025-10-03 07:33:19,2,4,34,Empresarial,"Exportación, Reportes, Usuarios",Me encanta el dashboard - ID:449
2024-12-04 20:28:11,10,3,47,Básico,Reportes,Me encanta el dashboard - ID:450
2025-05-31 11:32:11,4,4,19,Pro,"Reportes, Dashboard, API",Muy rápido - ID:451
2024-11-19 05:07:19,0,1,63,Gratuito,Usuarios,Soporte lento - ID:452
2025-09-02 12:40:26,10,2,52,Empresarial,Exportación,Excelente servicio - ID:453
2025-01-23 16:12:59,8,4,54,Pro,"API, Exportación, Ninguna",Precio justo - ID:454
2025-01-29 21:54:57,1,2,47,Básico,"Ninguna, Reportes, API",La interfaz es confusa - ID:455
2025-10-31 18:47:14,2,2,48,Básico,"API, Ninguna, Exportación",Me encanta el dashboard - ID:456
2025-09-14 10:04:20,9,4,34,Básico,Usuarios,La interfaz es confusa - ID:457
2025-09-30 03:40:36,2,4,20,Gratuito,"Dashboard, Exportación, Reportes",Muy rápido - ID:458
2025-10-31 13:10:09,9,2,48,Básico,Exportación,Precio justo - ID:459
2025-02-18 14:40:34,9,2,55,Pro,"Dashboard, Usuarios",La interfaz es confusa - ID:460
2025-08-30 22:52:28,9,3,39,Pro,Ninguna,La interfaz es confusa - ID:461
2025-07-11 23:35:46,10,5,25,Empresarial,"Dashboard, Reportes",Demasiados bugs - ID:462
2025-03-02 06:33:15,7,5,54,Gratuito,Exportación,Excelente servicio - ID:463
2025-09-04 20:39:47,1,5,63,Empresarial,"Reportes, API",Soporte lento - ID:464
2025-10-25 05:34:01,9,2,60,Empresarial,"Dashboard, Ninguna",Excelente servicio - ID:465
2025-02-28 23:44:32,1,5,50,Gratuito,"Ninguna, Dashboard",Demasiados bugs - ID:466
2025-01-18 02:10:45,9,2,31,Gratuito,Reportes,Muy rápido - ID:467
2024-12-22 23:54:17,7,1,52,Gratuito,Dashboard,Podría mejorar - ID:468
2025-04-10 10:32:32,10,4,29,Básico,"Usuarios, Reportes",Precio justo - ID:469
2025-07-22 05:44:10,10,3,46,Empresarial,"Usuarios, Ninguna",La interfaz es confusa - ID:470
2025-10-28 17:09:47,9,5,39,Básico,Dashboard,Muy rápido - ID:471
2025-05-03 10:08:36,10,3,42,Pro,"Exportación, Usuarios",Demasiados bugs - ID:472
2025-08-28 04:12:21,10,3,39,Gratuito,API,La interfaz es confusa - ID:473
2025-10-06 07:50:51,5,1,52,Empresarial,Exportación,Excelente servicio - ID:474
2025-10-01 06:09:46,3,4,56,Empresarial,"Exportación, Reportes",Demasiados bugs - ID:475
2024-12-12 12:36:13,2,3,47,Básico,"Usuarios, API",Excelente servicio - ID:476
2025-02-02 15:43:11,9,4,47,Gratuito,"Reportes, Dashboard, Usuarios",Muy rápido - ID:477
2025-03-31 02:51:32,9,4,28,Pro,API,Me encanta el dashboard - ID:478
2025-01-15 03:33:12,10,2,44,Gratuito,API,Muy rápido - ID:479
2025-11-12 09:49:12,7,4,18,Pro,API,Podría mejorar - ID:480
2025-04-30 01:41:33,10,3,37,Básico,"Reportes, Ninguna, Dashboard",Podría mejorar - ID:481
2024-12-03 20:05:32,5,5,53,Gratuito,"Dashboard, Reportes",Excelente servicio - ID:482
2025-08-28 03:56:59,10,3,46,Pro,"API, Usuarios, Ninguna",Me encanta el dashboard - ID:483
2025-04-17 16:42:54,10,3,64,Pro,"Dashboard, Reportes, Exportación",Muy rápido - ID:484
2025-09-21 15:30:50,10,5,60,Básico,"Exportación, Reportes",La interfaz es confusa - ID:485
2025-08-05 02:24:00,5,2,36,Básico,Ninguna,La interfaz es confusa - ID:486
2025-02-14 03:00:33,9,1,41,Pro,"Dashboard, Ninguna, Reportes",Muy rápido - ID:487
2025-09-25 16:55:02,7,3,50,Pro,Dashboard,Precio justo - ID:488
2024-12-15 05:01:34,3,4,57,Empresarial,"Ninguna, Exportación, Reportes",Soporte lento - ID:489
2025-02-22 22:05:08,8,5,27,Pro,"API, Usuarios",Excelente servicio - ID:490
2025-03-12 08:04:55,9,5,20,Empresarial,"API, Ninguna",Podría mejorar - ID:491
2025-03-28 21:27:10,10,4,53,Pro,Ninguna,Demasiados bugs - ID:492
2025-08-15 03:35:40,10,3,49,Pro,"API, Reportes",Excelente servicio - ID:493
2025-08-05 01:19:29,3,3,26,Gratuito,"Reportes, Ninguna",Excelente servicio - ID:494
2025-09-07 13:14:56,1,4,38,Gratuito,Dashboard,Demasiados bugs - ID:495
2025-04-09 06:44:18,7,3,48,Pro,"Reportes, Dashboard",Demasiados bugs - ID:496
2025-01-12 00:26:18,10,4,64,Empresarial,Dashboard,Excelente servicio - ID:497
2025-05-23 19:05:59,9,2,19,Empresarial,"Reportes, Exportación",Me encanta el dashboard - ID:498
2025-06-25 12:05:35,7,4,39,Pro,"Reportes, Usuarios, API",Excelente servicio - ID:499
2024-12-24 02:51:41,5,2,46,Gratuito,API,Demasiados bugs - ID:500
2024-12-10 18:15:45,6,3,28,Gratuito,Dashboard,Excelente servicio - ID:501
2025-04-12 06:29:20,10,4,42,Gratuito,Usuarios,Soporte lento - ID:502
2025-07-20 21:14:36,10,2,21,Empresarial,"Usuarios, Reportes, API",Me encanta el dashboard - ID:503
2025-08-27 23:31:11,4,3,56,Básico,Exportación,Soporte lento - ID:504
2025-02-16 16:51:45,8,2,32,Básico,"Ninguna, Usuarios, Dashboard",Muy rápido - ID:505
2025-04-24 14:21:10,2,5,64,Gratuito,"Dashboard, Exportación",Podría mejorar - ID:506
2024-12-27 22:11:54,9,4,41,Básico,"API, Usuarios",Precio justo - ID:507
2025-07-31 04:45:11,7,4,18,Pro,"Dashboard, Exportación, Reportes",Podría mejorar - ID:508
2025-01-02 23:25:21,9,4,34,Pro,"API, Reportes",Precio justo - ID:509
2024-11-24 07:33:22,10,3,33,Básico,"API, Reportes",Muy rápido - ID:510
2025-05-19 14:26:20,7,4,33,Empresarial,"API, Reportes, Ninguna",Podría mejorar - ID:511
2025-09-11 17:12:00,10,4,35,Pro,Reportes,Podría mejorar - ID:512
2025-05-28 15:40:14,2,4,57,Gratuito,"Exportación, Reportes",La interfaz es confusa - ID:513
2025-08-12 08:37:01,0,4,62,Pro,"Dashboard, Reportes",Demasiados bugs - ID:514
2025-05-19 11:54:48,10,1,31,Pro,"Exportación, API",Soporte lento - ID:515
2025-01-08 17:47:40,8,3,25,Gratuito,Dashboard,Excelente servicio - ID:516
2025-03-28 22:10:35,10,3,39,Empresarial,"Ninguna, API",Excelente servicio - ID:517
2025-02-16 19:24:44,9,1,25,Empresarial,Exportación,Me encanta el dashboard - ID:518
2025-06-14 04:16:37,4,3,29,Básico,"Exportación, Usuarios",Excelente servicio - ID:519
2025-07-16 13:45:36,10,1,34,Básico,"Exportación, Dashboard",Soporte lento - ID:520
2024-11-19 20:35:47,8,5,30,Gratuito,"Exportación, API",Podría mejorar - ID:521
2025-09-13 03:19:21,10,4,53,Gratuito,"Exportación, Dashboard",Me encanta el dashboard - ID:522
2025-08-07 06:59:18,9,3,61,Gratuito,"Dashboard, Reportes",Me encanta el dashboard - ID:523
2025-04-15 22:33:30,2,5,48,Gratuito,Ninguna,Demasiados bugs - ID:524
2025-09-14 13:52:27,10,4,23,Gratuito,Usuarios,Demasiados bugs - ID:525
2025-09-22 12:26:30,8,2,32,Empresarial,"Usuarios, Exportación",Muy rápido - ID:526
2025-06-16 23:12:13,1,4,49,Empresarial,"Dashboard, Ninguna, Exportación",Precio justo - ID:527
2025-11-16 16:28:06,9,3,44,Básico,Exportación,Me encanta el dashboard - ID:528
2025-01-30 18:37:39,8,4,65,Gratuito,Exportación,Soporte lento - ID:529
2025-08-24 04:08:08,9,2,28,Gratuito,"API, Usuarios, Dashboard",Soporte lento - ID:530
2025-05-20 02:21:53,6,4,45,Básico,"API, Dashboard",Soporte lento - ID:531
2025-06-13 12:12:31,4,3,55,Básico,"Dashboard, Reportes, Ninguna",Precio justo - ID:532
2025-04-04 17:36:10,9,2,50,Básico,"Reportes, Ninguna",Muy rápido - ID:533
2025-08-19 01:57:23,2,4,42,Pro,Reportes,Podría mejorar - ID:534
2024-12-01 14:48:38,8,3,34,Básico,"API, Reportes, Ninguna",Me encanta el dashboard - ID:535
2025-06-16 10:48:11,8,4,41,Gratuito,API,La interfaz es confusa - ID:536
2025-06-19 00:25:53,2,2,29,Pro,Ninguna,La interfaz es confusa - ID:537
2025-06-03 17:23:26,10,2,21,Básico,Reportes,Muy rápido - ID:538
2025-01-29 12:11:59,7,1,53,Gratuito,Ninguna,Demasiados bugs - ID:539
2025-03-14 12:50:02,10,1,55,Pro,"Reportes, Exportación",Muy rápido - ID:540
2025-09-27 01:23:25,7,3,34,Empresarial,"Usuarios, API",La interfaz es confusa - ID:541
2025-09-04 18:56:45,10,5,21,Pro,"Exportación, API",Excelente servicio - ID:542
2025-04-12 05:27:59,1,2,22,Pro,Exportación,Podría mejorar - ID:543
2025-10-28 12:56:02,2,2,30,Básico,"API, Ninguna",Precio justo - ID:544
2024-12-27 07:58:07,4,3,31,Gratuito,"Ninguna, API",Podría mejorar - ID:545
2025-09-28 10:47:46,6,5,53,Empresarial,"Usuarios, Exportación, API",La interfaz es confusa - ID:546
2025-08-30 09:00:05,8,4,49,Empresarial,"API, Usuarios, Reportes",Podría mejorar - ID:547
2025-02-10 19:01:19,7,2,61,Gratuito,"Ninguna, API, Usuarios",La interfaz es confusa - ID:548
2025-10-29 04:51:19,4,4,27,Básico,Usuarios,Muy rápido - ID:549
2025-07-03 09:41:34,8,5,49,Empresarial,"Reportes, Ninguna, Dashboard",La interfaz es confusa - ID:550
2025-02-18 07:06:09,6,5,54,Empresarial,"Exportación, Usuarios",Excelente servicio - ID:551
2025-06-04 07:50:02,10,1,63,Gratuito,Dashboard,Precio justo - ID:552
2025-03-15 17:57:56,8,2,31,Básico,"API, Exportación",Demasiados bugs - ID:553
2025-07-29 01:42:21,3,4,57,Pro,Reportes,Excelente servicio - ID:554
